exposure_us,pwm,white_mean_b,white_mean_g,white_mean_r,white_mean_lum,white_r_over_g,white_b_over_g,white_neutrality_err,white_clipped_frac,object_mean_b,object_mean_g,object_mean_r,object_mean_lum,object_r_over_g,object_b_over_g,object_neutrality_err,object_clipped_frac,frame_mean_lum,frame_sat_frac,noise_white,markers,depth_fill,depth_rms_mm,illuminance_rel
2000,50,48.30147171020508,51.61397171020508,50.83088302612305,51.00220489501953,0.984827995300293,0.9358216524124146,0.06417834758758545,0.0,57.97765350341797,64.23555755615234,63.8797607421875,63.415771484375,0.9944610595703125,0.9025788307189941,0.09742116928100586,0.0,6.304912090301514,0.0,0.8115317225456238,1,0.44430989583333336,57.08572104913252,0.3223349021786922
2000,55,52.139705657958984,56.02206039428711,55.83088302612305,55.522308349609375,0.9965874552726746,0.9306995272636414,0.06930047273635864,0.0,63.04961013793945,69.46776580810547,69.09425354003906,68.6244125366211,0.9946232438087463,0.9076095819473267,0.09239041805267334,0.0,6.858895778656006,0.0,1.0015701055526733,1,0.4393229166666667,34.95193170533822,0.36437507874333724
2000,60,57.57352828979492,60.84558868408203,60.60661697387695,60.401123046875,0.9960724711418152,0.9462235569953918,0.053776443004608154,0.0,67.73023986816406,74.52017974853516,74.06122589111328,73.60890197753906,0.9938412308692932,0.9088845252990723,0.09111547470092773,0.0,7.4144158363342285,0.0,0.9318015575408936,1,0.47651041666666666,53.58466023804768,0.41217634909687856
2000,65,61.84191131591797,65.26470947265625,64.9375,64.77667236328125,0.9949864149093628,0.9475551247596741,0.05244487524032593,0.0,72.11029815673828,78.94974517822266,78.58460235595703,78.06087493896484,0.9953749775886536,0.9133695960044861,0.08663040399551392,0.0,7.921107769012451,0.0,0.9783650636672974,0,0.4735416666666667,22.397522187047894,0.4515119923884714
2000,70,65.66544342041016,69.11029052734375,68.95587921142578,68.67141723632812,0.9977657198905945,0.9501543641090393,0.04984563589096069,0.0,76.25538635253906,83.14947509765625,82.7962417602539,82.25792694091797,0.9957517981529236,0.9170880317687988,0.08291196823120117,0.0,8.412557601928711,0.0,0.9462183713912964,0,0.485,52.46681266955366,0.48967237622757737
2000,75,69.1507339477539,73.02205657958984,72.95587921142578,72.56094360351562,0.9990937113761902,0.9469841718673706,0.053015828132629395,0.0,80.57303619384766,87.42302703857422,87.05596160888672,86.5323715209961,0.9958012700080872,0.92164546251297,0.07835453748703003,0.0,8.926072120666504,0.0,0.8259940147399902,0,0.5067317708333333,75.58709263887742,0.5362243468286563
2000,80,72.49632263183594,76.38603210449219,76.11029052734375,75.86016082763672,0.996390163898468,0.9490782618522644,0.050921738147735596,0.0,84.10857391357422,91.09503936767578,90.86479949951172,90.229736328125,0.9974725246429443,0.9233057498931885,0.07669425010681152,0.0,9.4017915725708,0.0,0.9458290338516235,0,0.5238411458333333,22.996614736862536,0.5808351515923666
2000,85,76.29044342041016,79.98162078857422,79.93014526367188,79.5454330444336,0.9993563890457153,0.9538496732711792,0.0461503267288208,0.0,87.9076156616211,94.81208801269531,94.66374969482422,93.98062896728516,0.9984354376792908,0.9271773099899292,0.0728226900100708,0.0,9.887089729309082,0.0,0.9072586297988892,0,0.530625,23.612736089256206,0.6280625648886758
2000,90,80.4117660522461,83.0882339477539,82.97058868408203,82.7479476928711,0.9985840916633606,0.9677876234054565,0.03221237659454346,0.0,91.45708465576172,98.22777557373047,98.29899597167969,97.47721099853516,1.0007250308990479,0.9310715198516846,0.06892848014831543,0.0,10.344995498657227,0.0,0.8112879395484924,0,0.5322135416666667,23.597029262277463,0.6685179472443541
2000,95,83.10294342041016,86.4007339477539,85.94485473632812,85.88847351074219,0.9947236776351929,0.9618314504623413,0.03816854953765869,0.0,94.61758422851562,101.43901824951172,101.80106353759766,100.76962280273438,1.0035691261291504,0.932753324508667,0.06724667549133301,0.0,10.779280662536621,0.0,0.9334520101547241,0,0.5584375,24.339884592546916,0.7107199086981524
2000,100,85.7132339477539,89.32353210449219,89.20955657958984,88.87788391113281,0.9987240433692932,0.9595817923545837,0.04041820764541626,0.0,97.8853759765625,104.78221130371094,105.3481674194336,104.1651840209961,1.0054012537002563,0.9341793060302734,0.06582069396972656,0.0,11.242599487304688,0.0,0.8248423933982849,0,0.5417447916666667,24.150002629878937,0.753363643583234
2000,105,88.9117660522461,92.18014526367188,92.29044342041016,91.84053039550781,1.0011965036392212,0.9645435810089111,0.03545641899108887,0.0,101.33393859863281,108.03572845458984,108.91775512695312,107.53546142578125,1.0081641674041748,0.9379668831825256,0.062033116817474365,0.0,11.704023361206055,0.0,0.8633559942245483,0,0.5507291666666667,23.053917740830876,0.7981495456332749
2000,110,91.32720947265625,95.18382263183594,94.86029052734375,94.64743041992188,0.9966009855270386,0.9594824910163879,0.04051750898361206,0.0,104.48518371582031,111.10897064208984,112.04911804199219,110.63495635986328,1.0084614753723145,0.9403847455978394,0.059615254402160645,0.0,12.133763313293457,0.0,0.7949582934379578,0,0.55203125,63.7690996291536,0.8455892861824433
2000,115,94.16544342041016,97.76103210449219,97.64705657958984,97.31706237792969,0.9988341331481934,0.9632206559181213,0.03677934408187866,0.0,107.80027770996094,114.26375579833984,115.28984069824219,113.8337173461914,1.0089799165725708,0.9434337019920349,0.05656629800796509,0.0,12.59640121459961,0.0,0.8118643164634705,0,0.5609765625,23.782206540897302,0.8934363861600736
2000,120,97.20955657958984,100.22058868408203,100.70220947265625,100.0213394165039,1.004805564880371,0.9699559807777405,0.03004401922225952,0.0,110.72472381591797,117.06044006347656,118.09740447998047,116.64823150634766,1.008858323097229,0.9458765387535095,0.05412346124649048,0.0,13.01920223236084,0.0,0.8332666754722595,0,0.579296875,24.70151159233587,0.9387111164411877
2000,125,99.54412078857422,103.0367660522461,103.20955657958984,102.69026947021484,1.0016770362854004,0.9661028981208801,0.03389710187911987,0.0,113.66300964355469,119.85337829589844,121.26622009277344,119.57010650634766,1.0117881298065186,0.9483504891395569,0.051649510860443115,0.0,13.459549903869629,0.0,0.8039071559906006,0,0.5684114583333333,42.95290530562114,0.9847140184919699
2000,130,102.56617736816406,105.38603210449219,105.49632263183594,105.09754180908203,1.0010465383529663,0.9732426404953003,0.026757359504699707,0.0,116.37710571289062,122.5309066772461,124.1263427734375,122.30640411376953,1.013020634651184,0.9497775435447693,0.05022245645523071,0.0,13.889100074768066,0.0,0.8352617621421814,0,0.5654427083333333,23.06972680731986,1.0281375529929564
2000,135,104.90808868408203,107.83455657958984,108.12867736816406,107.58888244628906,1.0027275085449219,0.9728615283966064,0.027138471603393555,0.0,118.8455581665039,125.04705047607422,127.09961700439453,124.95379638671875,1.0164144039154053,0.9504067301750183,0.04959326982498169,0.0,14.298120498657227,0.0,0.8869398236274719,0,0.5695182291666666,27.04368239685393,1.0750949265076382
2000,140,107.16912078857422,110.33087921142578,110.79779052734375,110.11004638671875,1.0042319297790527,0.971342921257019,0.028657078742980957,0.0,121.6753158569336,127.752685546875,129.98947143554688,127.7286605834961,1.0175087451934814,0.9524286389350891,0.04757136106491089,0.0,14.732274055480957,0.0,0.8153367638587952,0,0.5666276041666667,26.7410176575174,1.1247981232409558
2000,145,109.9632339477539,112.58087921142578,113.16912078857422,112.4583511352539,1.0052250623703003,0.9767487645149231,0.023251235485076904,0.0,124.56929779052734,130.37503051757812,133.14356994628906,130.5409698486328,1.0212352275848389,0.955469012260437,0.04453098773956299,0.0,15.169629096984863,0.0,0.7882174253463745,0,0.5753776041666666,32.30221171498337,1.1731582795214222
2000,150,112.26103210449219,114.75367736816406,115.56617736816406,114.71245574951172,1.0070804357528687,0.9782782793045044,0.021721720695495605,0.0,127.19367218017578,132.79466247558594,135.826416015625,133.06263732910156,1.0228303670883179,0.9578221440315247,0.04217785596847534,0.0,15.569907188415527,0.0,0.8057997226715088,0,0.5656380208333334,37.35784577881335,1.2186183359699607
2000,155,114.6617660522461,116.94117736816406,117.57720947265625,116.87149810791016,1.0054389238357544,0.980508029460907,0.019491970539093018,0.0,129.9936065673828,135.4871063232422,138.74559020996094,135.83514404296875,1.0240501165390015,0.9594537019729614,0.040546298027038574,0.0,16.0057373046875,0.0,0.8348494172096252,0,0.5907161458333333,23.261794531872397,1.260138868589233
2000,160,116.54412078857422,118.91544342041016,119.8492660522461,118.92433166503906,1.0078527927398682,0.9800587296485901,0.019941270351409912,0.0,132.63348388671875,138.01141357421875,141.36691284179688,138.40162658691406,1.02431321144104,0.9610326886177063,0.0389673113822937,0.0,16.40814781188965,0.0,0.7859317660331726,0,0.5739192708333334,25.680600106298623,1.3009281775918353
2000,165,118.73529052734375,120.89705657958984,121.63970947265625,120.87267303466797,1.0061428546905518,0.9821189641952515,0.017881035804748535,0.0,135.27606201171875,140.55442810058594,143.93858337402344,140.96456909179688,1.0240771770477295,0.9624460935592651,0.03755390644073486,0.0,16.813982009887695,0.0,0.8261010646820068,0,0.546171875,23.29799670353556,1.340861794238742
2000,170,120.875,122.88603210449219,123.88235473632812,122.95467376708984,1.0081076622009277,0.9836350083351135,0.016364991664886475,0.0,138.0032501220703,143.14666748046875,146.36618041992188,143.52296447753906,1.0224909782409668,0.9640688896179199,0.03593111038208008,0.0,17.223005294799805,0.0,0.8229541182518005,0,0.5560807291666666,23.999600461481684,1.3848907015183511
2000,175,123.0367660522461,124.73896789550781,126.05882263183594,124.93956756591797,1.0105808973312378,0.986353874206543,0.013646125793457031,0.0,140.4659423828125,145.44020080566406,149.11595153808594,145.97219848632812,1.025273323059082,0.9657986164093018,0.03420138359069824,0.0,17.618980407714844,0.0,0.7907823920249939,0,0.56296875,59.853487956023095,1.4265597508697625
2000,180,125.40441131591797,126.45587921142578,128.43382263183594,126.92742156982422,1.0156413316726685,0.9916850924491882,0.015641331672668457,0.0,142.95437622070312,147.80799865722656,151.70489501953125,148.4198760986328,1.0263645648956299,0.9671626687049866,0.03283733129501343,0.0,18.024961471557617,0.0,0.858100950717926,0,0.5487630208333333,58.676990552107945,1.4686215056772738
2000,185,127.76470947265625,128.5808868408203,130.78675842285156,129.14739990234375,1.0171555280685425,0.9936524033546448,0.01715552806854248,0.0,145.301513671875,150.01791381835938,154.3915252685547,150.7879638671875,1.0291539430618286,0.9685611128807068,0.03143888711929321,0.0,18.410078048706055,0.0,0.9734625220298767,0,0.5382291666666666,25.235323827618494,1.5170624001586577
2000,190,129.77206420898438,130.50367736816406,133.00367736816406,131.1677703857422,1.019156575202942,0.9943939447402954,0.019156575202941895,0.0,147.63145446777344,152.1244659423828,156.78659057617188,153.00624084472656,1.030646800994873,0.9704648852348328,0.030646800994873047,0.0,18.778602600097656,0.0,0.8700811266899109,0,0.5502083333333333,24.03762547881881,1.5625351392621993
2000,195,131.46324157714844,131.6066131591797,133.9191131591797,132.28170776367188,1.0175713300704956,0.9989106059074402,0.017571330070495605,0.0,149.1068572998047,153.3917694091797,158.19505310058594,154.3394775390625,1.0313137769699097,0.9720655679702759,0.03131377696990967,0.0,19.00290298461914,0.0,0.8602284789085388,0,0.559453125,23.696799056366594,1.5881870067911525
2000,200,134.2058868408203,134.08456420898438,136.9191131591797,134.9459228515625,1.0211399793624878,1.0009047985076904,0.021139979362487793,0.0,152.28453063964844,156.47755432128906,161.60650634765625,157.53311157226562,1.0327775478363037,0.9732036590576172,0.03277754783630371,0.0,19.52873992919922,0.0,0.9140000343322754,0,0.5644661458333333,54.60594150215734,1.6512599312430885
2000,205,134.69117736816406,134.38235473632812,137.19117736816406,135.2574005126953,1.0209016799926758,1.00229811668396,0.02090167999267578,0.0,152.8240509033203,156.70509338378906,162.00389099121094,157.84698486328125,1.0338138341903687,0.9752334356307983,0.03381383419036865,0.0,19.586467742919922,0.0,0.87911057472229,0,0.5681380208333333,73.90822741248735,1.6587955536791066
2000,210,135.29043579101562,134.71324157714844,137.36029052734375,135.5705108642578,1.0196495056152344,1.0042846202850342,0.019649505615234375,0.0,153.29437255859375,156.950927734375,162.320068359375,158.1394500732422,1.0342090129852295,0.9767025709152222,0.03420901298522949,0.0,19.622652053833008,0.0,0.8869314789772034,0,0.570390625,56.13090850164015,1.66640533641985
2000,215,135.53675842285156,135.04043579101562,137.84925842285156,135.93687438964844,1.0207998752593994,1.0036753416061401,0.020799875259399414,0.0,153.82852172851562,157.24923706054688,162.6984405517578,158.48858642578125,1.0346533060073853,0.9782465100288391,0.034653306007385254,0.0,19.687938690185547,0.0,0.8589001893997192,0,0.5523046875,44.278289902331295,1.675353708327514
2000,220,136.00367736816406,135.2205810546875,138.1066131591797,136.17279052734375,1.0213431119918823,1.0057913064956665,0.021343111991882324,0.0,154.3734588623047,157.58834838867188,163.13169860839844,158.8793182373047,1.035176157951355,0.9795994758605957,0.03517615795135498,0.0,19.75033187866211,0.0,0.8632382154464722,0,0.551171875,36.255660067342866,1.681141340633385
2000,225,136.17279052734375,135.4191131591797,138.4889678955078,136.4229278564453,1.0226693153381348,1.0055655241012573,0.022669315338134766,0.0,154.81947326660156,157.80125427246094,163.42962646484375,159.1442108154297,1.0356674194335938,0.9811041951179504,0.03566741943359375,0.0,19.792909622192383,0.0,0.9148867726325989,0,0.5541276041666666,44.477781210798426,1.6872996950044972
2000,230,136.87867736816406,135.75735473632812,138.8235321044922,136.80197143554688,1.0225857496261597,1.0082597732543945,0.022585749626159668,0.0,155.468505859375,158.19839477539062,163.9347381591797,159.60235595703125,1.0362604856491089,0.9827439188957214,0.03626048564910889,0.0,19.868831634521484,0.0,0.9003715515136719,0,0.5534635416666667,24.06303916237353,1.696674728047175
2000,235,137.7941131591797,135.7794189453125,139.49264526367188,137.1193389892578,1.027347445487976,1.0148379802703857,0.027347445487976074,0.0,155.97410583496094,158.52145385742188,164.25848388671875,159.94644165039062,1.0361908674240112,0.9839305877685547,0.03619086742401123,0.0,19.9305477142334,0.0,0.8257802128791809,0,0.5589322916666667,32.26230165729619,1.7038470940752894
2000,240,137.3455810546875,136.2830810546875,139.52206420898438,137.3726806640625,1.0237666368484497,1.007796287536621,0.023766636848449707,0.0,156.42076110839844,158.74859619140625,164.5928192138672,160.23065185546875,1.0368143320083618,0.9853363633155823,0.036814332008361816,0.0,19.974618911743164,0.0,0.8396747708320618,0,0.5483723958333333,24.002199763751403,1.709174890873434
2000,245,138.04779052734375,136.2830810546875,139.77574157714844,137.528564453125,1.0256279706954956,1.0129488706588745,0.025627970695495605,0.0,156.81268310546875,158.94862365722656,164.82518005371094,160.46221923828125,1.0369714498519897,0.9865620732307434,0.036971449851989746,0.0,20.015233993530273,0.0,0.9302461743354797,1,0.5523046875,23.48399700424793,1.7124614159309242
2000,250,138.3566131591797,136.5625,140.20220947265625,137.8553009033203,1.0266523361206055,1.013137698173523,0.02665233612060547,0.0,157.30357360839844,159.16871643066406,165.1920928955078,160.757080078125,1.0378427505493164,0.9882819652557373,0.037842750549316406,0.0,20.06144142150879,0.0,0.858333170413971,0,0.5561197916666667,24.517419687440928,1.7193705767315657
2000,255,138.9485321044922,136.8419189453125,140.0955810546875,138.05491638183594,1.0237767696380615,1.0153944492340088,0.023776769638061523,0.0,157.74525451660156,159.46151733398438,165.4894256591797,161.06820678710938,1.0378016233444214,0.9892371296882629,0.03780162334442139,0.0,20.10550880432129,0.0,0.8773288726806641,0,0.55046875,24.706310315846125,1.7236053509813885
6000,0,0.7536764740943909,0.7573529481887817,0.7573529481887817,0.7569338083267212,0.9999986886978149,0.9951443076133728,0.004855692386627197,0.0,0.464858740568161,0.47042033076286316,0.4686484932899475,0.46925655007362366,0.9962313771247864,0.9881752729415894,0.011824727058410645,0.0,0.47818100452423096,0.0,0.1517093926668167,0,0.0031770833333333334,430.91674229492236,nan
6000,5,3.963235378265381,3.9779412746429443,3.757352828979492,3.910308837890625,0.9445468783378601,0.9963029026985168,0.05545312166213989,0.0,5.184565544128418,6.179052829742432,5.262132167816162,5.791522026062012,0.8516080975532532,0.8390549421310425,0.16094505786895752,0.0,0.9543076753616333,0.0,0.30110350251197815,0,0.259375,17.595162500769593,nan
6000,10,15.558823585510254,18.647058486938477,15.264705657958984,17.283676147460938,0.8186119198799133,0.8343847990036011,0.18138808012008667,0.0,21.148635864257812,25.689733505249023,24.032285690307617,24.676471710205078,0.9354820251464844,0.823232889175415,0.17676711082458496,0.0,2.5978169441223145,0.0,0.7140682339668274,2,0.35630208333333335,19.971328815673896,nan
6000,15,29.21691131591797,32.507354736328125,29.522058486938477,31.239639282226562,0.9081655144691467,0.89877849817276,0.10122150182723999,0.0,38.855892181396484,43.40304183959961,42.84112548828125,42.71665573120117,0.9870535135269165,0.8952342867851257,0.10476571321487427,0.0,4.222226619720459,0.0,0.7783420085906982,1,0.37970052083333333,22.345259576904258,0.06412300150515729
6000,20,43.599266052246094,47.71691131591797,45.26838302612305,46.5153923034668,0.9486863613128662,0.9137067794799805,0.08629322052001953,0.0,54.02259063720703,59.54803466796875,59.18560028076172,58.80976104736328,0.9939135909080505,0.9072102904319763,0.09278970956802368,0.0,5.821812152862549,0.0,1.0555330514907837,2,0.4433723958333333,24.189311172066,0.09553932135466507
6000,25,56.31617736816406,59.76838302612305,59.150733947753906,59.190155029296875,0.9896659851074219,0.942240297794342,0.05775970220565796,0.0,67.93498229980469,73.5740737915039,73.23279571533203,72.82917022705078,0.9953614473342896,0.9233549237251282,0.07664507627487183,0.0,7.309676170349121,0.0,0.9170812368392944,0,0.47615885416666665,27.079304596786873,0.13396952334148804
6000,30,66.86764526367188,70.45955657958984,69.86396789550781,69.87200164794922,0.9915471076965332,0.9490216374397278,0.05097836256027222,0.0,78.94182586669922,84.9503402709961,84.68289184570312,84.1854019165039,0.9968516826629639,0.9292702674865723,0.07072973251342773,0.0,8.620514869689941,0.0,0.9224986433982849,0,0.5218098958333334,82.5778545148795,0.16747066616525016
6000,35,76.51103210449219,80.39337921142578,79.62867736816406,79.72213745117188,0.9904879927635193,0.9517081379890442,0.04829186201095581,0.0,89.16266632080078,95.43636322021484,95.35176086425781,94.69586181640625,0.9991135001182556,0.9342630505561829,0.06573694944381714,0.0,9.95645809173584,0.0,0.8592250347137451,0,0.5209895833333333,22.674094654089807,0.21007651531360125
6000,40,84.61764526367188,88.90441131591797,88.08455657958984,88.17058563232422,0.9907782673835754,0.9517822861671448,0.048217713832855225,0.0,97.92267608642578,104.36775207519531,104.89379119873047,103.79029846191406,1.0050402879714966,0.938246488571167,0.06175351142883301,0.0,11.165172576904297,0.0,0.7876715660095215,0,0.5589713541666667,22.811197990768193,0.2476828462445422
6000,45,92.70220947265625,96.55882263183594,96.16544342041016,96.00154876708984,0.995926022529602,0.9600594639778137,0.03994053602218628,0.0,106.94271087646484,113.37789154052734,114.17630004882812,112.88299560546875,1.0070420503616333,0.9432412981987,0.05675870180130005,0.0,12.42090892791748,0.0,0.8074858784675598,0,0.550546875,23.85418015724706,0.2898432123517097
6000,50,99.63235473632812,103.79779052734375,103.23896789550781,103.15583801269531,0.9946162104606628,0.9598696827888489,0.04013031721115112,0.0,114.91120910644531,121.2314682006836,122.50122833251953,120.89061737060547,1.0104738473892212,0.9478662014007568,0.052133798599243164,0.0,13.624822616577148,0.0,0.8384760618209839,0,0.5987760416666666,23.317206242811974,0.33098888589802256
6000,55,106.375,110.54044342041016,110.34558868408203,110.00731658935547,0.9982372522354126,0.9623174667358398,0.037682533264160156,0.0,122.18973541259766,128.6230926513672,130.60577392578125,128.4824981689453,1.0154147148132324,0.9499828815460205,0.05001711845397949,0.0,14.806265830993652,0.0,0.8634891510009766,0,0.5779947916666667,23.57441834269413,0.3742428881758458
6000,60,113.32353210449219,117.0625,117.17279052734375,116.66923522949219,1.0009421110153198,0.9680600762367249,0.031939923763275146,0.0,129.95840454101562,136.17417907714844,139.1113739013672,136.34381103515625,1.0215693712234497,0.9543542265892029,0.04564577341079712,0.0,16.029756546020508,0.0,0.7298634648323059,0,0.5552213541666666,23.897212295734043,0.41872994270763936
6000,65,119.05882263183594,122.64337921142578,122.79044342041016,122.27872467041016,1.0011991262435913,0.9707725048065186,0.029227495193481445,0.0,137.27236938476562,143.400634765625,146.41268920898438,143.6026153564453,1.0210044384002686,0.9572647213935852,0.042735278606414795,0.0,17.17243194580078,0.0,0.8051474094390869,0,0.56,58.913826664306406,0.45681329805486537
6000,70,124.51470947265625,128.25,128.95220947265625,128.0341339111328,1.0054752826690674,0.9708749055862427,0.029125094413757324,0.0,143.86859130859375,149.9908905029297,153.75775146484375,150.41925048828125,1.0251139402389526,0.9591822028160095,0.04081779718399048,0.0,18.2846622467041,0.0,0.8726687431335449,0,0.5716666666666667,37.02092415549991,0.49752465403989404
6000,75,130.52574157714844,134.20956420898438,135.51470947265625,134.17984008789062,1.009724736213684,0.972551703453064,0.027448296546936035,0.0,150.85963439941406,156.91012573242188,161.38031005859375,157.5569610595703,1.0284888744354248,0.9614397883415222,0.03856021165847778,0.0,19.458345413208008,0.0,0.8889434337615967,0,0.5497916666666667,75.4640028941066,0.5442904339831404
6000,80,136.75,139.70220947265625,141.3014678955078,139.84384155273438,1.0114476680755615,0.9788678288459778,0.021132171154022217,0.0,157.6049346923828,163.5105743408203,168.60153198242188,164.35952758789062,1.0311353206634521,0.9638822078704834,0.0361177921295166,0.0,20.578645706176758,0.0,0.829147219657898,0,0.5479427083333334,87.9958685981963,0.587341809894164
6000,85,142.53675842285156,145.51470947265625,147.4816131591797,145.76332092285156,1.013516902923584,0.9795350432395935,0.020464956760406494,0.0,164.57859802246094,170.1753692626953,176.05221557617188,171.2945098876953,1.0345340967178345,0.9671117663383484,0.03453409671783447,0.0,21.74374771118164,0.0,0.8549039363861084,0,0.5620052083333333,34.874986462954475,0.6317889213126795
6000,90,148.12867736816406,150.7610321044922,152.7205810546875,151.04684448242188,1.0129977464675903,0.9825395345687866,0.01746046543121338,0.0,171.3088836669922,176.84698486328125,183.41317749023438,178.17892456054688,1.037129282951355,0.968684196472168,0.03712928295135498,0.0,22.89876937866211,0.0,0.8463924527168274,0,0.5577213541666667,72.3735370283458,0.6742942491522088
6000,95,153.18014526367188,155.54043579101562,158.24264526367188,156.07933044433594,1.0173730850219727,0.9848252534866333,0.017373085021972656,0.0,177.71316528320312,183.1608428955078,190.4384307861328,184.71580505371094,1.0397332906723022,0.9702574014663696,0.039733290672302246,0.0,23.997583389282227,0.0,0.9853008389472961,1,0.557734375,25.195379871729155,0.7150804808424582
6000,100,158.68382263183594,160.76470947265625,163.7389678955078,161.4167938232422,1.0185006856918335,0.987056314945221,0.018500685691833496,0.0,184.54429626464844,189.7698516845703,198.1582794189453,191.68228149414062,1.0442031621932983,0.9724637269973755,0.04420316219329834,0.0,25.15127944946289,0.0,0.8986725807189941,0,0.5481510416666666,31.20415684738712,0.7570111891830558
6000,105,164.0955810546875,166.0735321044922,169.11029052734375,166.7560272216797,1.0182856321334839,0.988089919090271,0.018285632133483887,0.0,191.3644561767578,196.53887939453125,205.647216796875,198.67237854003906,1.0463436841964722,0.9736722707748413,0.04634368419647217,0.0,26.30183219909668,0.0,0.9852955937385559,0,0.5660807291666666,116.21791630566686,0.8014157638324596
6000,110,169.22793579101562,170.77206420898438,174.48529052734375,171.70628356933594,1.0217437744140625,0.9909579753875732,0.0217437744140625,0.0,198.10723876953125,203.1226043701172,213.9608154296875,205.79147338867188,1.0533579587936401,0.9753086566925049,0.05335795879364014,0.0,27.438196182250977,0.0,1.0213806629180908,1,0.5603776041666667,78.11650733098948,0.844909034837627
6000,115,174.58824157714844,175.8639678955078,179.6360321044922,176.8463897705078,1.0214487314224243,0.9927459359169006,0.021448731422424316,0.0,205.0829315185547,210.08096313476562,222.22605895996094,213.142578125,1.0578114986419678,0.9762090444564819,0.05781149864196777,4.92174426616793e-05,28.612995147705078,3.2552083333333335e-06,0.9096171259880066,0,0.5571614583333333,60.89630569517753,0.8885176185182229
