white_mean_b,white_mean_g,white_mean_r,white_mean_lum,white_r_over_g,white_b_over_g,white_neutrality_err,white_clipped_frac,white_p99,object_mean_b,object_mean_g,object_mean_r,object_mean_lum,object_r_over_g,object_b_over_g,object_neutrality_err,object_clipped_frac,object_p99,frame_mean_lum,frame_sat_frac,noise_white,noise_object,snr_white,snr_object,markers_mean,markers_max,markers_ever,depth_fill_object,depth_rms_object_mm,depth_median_mm,depth_fill_frame,sweep,pwm,exposure_us
31.757352828979492,29.459558486938477,32.09558868408203,30.509679794311523,1.0894795656204224,1.077998161315918,0.08947956562042236,0.0,35.0,32.56831359863281,36.29988098144531,37.3533821105957,36.18947982788086,1.029022216796875,0.897201657295227,0.10279834270477295,0.0,42.0,3.7090632915496826,0.0,0.8075234889984131,0.9462024569511414,37.78178617708479,38.24707869021054,1.32,2,1|6,1.0,0.21038386155059896,121.59999692812562,0.38611979166666666,exposure,200,200
31.555147171020508,29.165441513061523,31.90808868408203,30.257919311523438,1.0940375328063965,1.0819361209869385,0.09403753280639648,0.0,35.0,32.22949981689453,35.86622619628906,37.00457763671875,35.79200744628906,1.0317387580871582,0.8986030220985413,0.10139697790145874,0.0,42.0,3.6791751384735107,0.0,0.8245651125907898,0.9508239030838013,36.69560941822147,37.64315067196467,1.12,2,1|6,1.0,0.19961559270416024,121.7999969230732,0.3879166666666667,exposure,200,200
52.224266052246094,50.47058868408203,53.485294342041016,51.57190704345703,1.0597319602966309,1.034746527671814,0.05973196029663086,0.0,57.0,56.821834564208984,61.26858139038086,62.606754302978516,61.161766052246094,1.021841049194336,0.927422046661377,0.07257795333862305,0.0,68.0,6.146434783935547,0.0,0.8172924518585205,0.9070184230804443,63.10092174004871,67.43166896712702,1.04,2,1|6,1.0,0.1745268675151832,121.69999692559941,0.4477994791666667,exposure,200,400
52.319854736328125,50.62867736816406,53.588233947753906,51.70637893676758,1.0584561824798584,1.0334035158157349,0.0584561824798584,0.0,57.29000000000002,57.188453674316406,61.641845703125,62.90097427368164,61.5106315612793,1.0204265117645264,0.927753746509552,0.072246253490448,0.0,68.0,6.177547931671143,0.0,0.7479033470153809,0.9438207745552063,69.1351083573961,65.17194071116666,1.2,2,1|6,1.0,0.17075374276629313,121.7999969230732,0.4607161458333333,exposure,200,400
52.650733947753906,51.014705657958984,53.93382263183594,52.074031829833984,1.0572210550308228,1.0320696830749512,0.057221055030822754,0.0,58.0,57.74396896362305,62.092628479003906,63.313812255859375,61.96201705932617,1.019667148590088,0.9299649596214294,0.07003504037857056,0.0,69.0,6.227353572845459,0.0,0.755035936832428,0.9152635335922241,68.96894477407007,67.69855324196934,0.84,2,1|6,1.0,0.16179971321060777,121.69999692559941,0.4310807291666667,exposure,200,400
6.058823585510254,8.441176414489746,6.400735378265381,7.55949592590332,0.7582752108573914,0.717769980430603,0.282230019569397,0.0,10.0,7.748055934906006,12.355546951293945,9.228466987609863,10.895296096801758,0.7469087839126587,0.6270912289619446,0.3729087710380554,0.0,14.0,1.396141767501831,0.0,0.7760511040687561,0.5937715172767639,9.74097696178726,18.349307401559532,0.0,0,,1.0,0.3587282624912177,122.09999691549456,0.33384114583333335,pwm,12,2200
8.5,12.01838207244873,8.316176414489746,10.510327339172363,0.6919546723365784,0.7072498798370361,0.30804532766342163,0.0,14.0,11.403878211975098,17.22580909729004,13.455556869506836,15.434804916381836,0.7811276316642761,0.6620227098464966,0.3379772901535034,0.0,19.0,1.7891347408294678,0.0,0.5614103674888611,0.654898464679718,18.721291853202015,23.568241107314734,0.0,0,,1.0,0.27611254236581584,122.09999691549456,0.3470052083333333,pwm,15,2200
12.272058486938477,16.172794342041016,11.790441513061523,14.417787551879883,0.7290292382240295,0.7588086724281311,0.27097076177597046,0.0,18.0,15.97253704071045,21.553844451904297,19.514076232910156,20.30768585205078,0.9053639769554138,0.7410527467727661,0.2589472532272339,0.0,25.0,2.2206504344940186,0.0,0.8576893210411072,0.9484304785728455,16.81003505369384,21.41188659669484,0.0,0,,1.0,0.22802868264888987,121.7999969230732,0.34036458333333336,pwm,18,2200
15.39338207244873,19.227941513061523,16.143383026123047,17.86851692199707,0.8395792841911316,0.8005735278129578,0.19942647218704224,0.0,21.0,20.71857452392578,26.381877899169922,24.738065719604492,25.244760513305664,0.9376915693283081,0.785333514213562,0.214666485786438,0.0,29.0,2.642921209335327,0.0,0.6589953303337097,0.7251722812652588,27.114785339903097,34.812086955749834,1.64,2,1|6,1.0,0.2125380264355274,121.7999969230732,0.34598958333333335,pwm,21,2200
20.16176414489746,25.264705657958984,23.352941513061523,24.111352920532227,0.9243305921554565,0.7980208992958069,0.20197910070419312,0.0,28.0,27.513879776000977,33.31528854370117,31.726449966430664,32.178863525390625,0.9523090124130249,0.8258634805679321,0.17413651943206787,0.0,37.0,3.267101526260376,0.0,0.8475300669670105,0.8559117317199707,28.44896465657866,37.596007079756454,1.36,2,1|6,1.0,0.19338374679777476,121.69999692559941,0.3878515625,pwm,25,2200
27.397058486938477,31.59191131591797,28.867647171020508,30.299144744873047,0.9137669801712036,0.867217481136322,0.13278251886367798,0.0,34.0,35.561866760253906,41.6467170715332,40.67171859741211,40.66151809692383,0.9765888452529907,0.8538936376571655,0.14610636234283447,0.0,46.0,4.036362171173096,0.0,0.7425772547721863,1.0131864547729492,40.80268355939404,40.13231513841734,1.12,2,1|6,1.0,0.1750890289219376,121.7999969230732,0.3822265625,pwm,30,2200
34.036766052246094,37.819854736328125,35.68382263183594,36.749908447265625,0.9435209035873413,0.8999708294868469,0.10002917051315308,0.0,41.0,43.77355194091797,49.17865753173828,48.47529220581055,48.3521728515625,0.9856977462768555,0.8900924324989319,0.10990756750106812,0.0,53.0,4.7848052978515625,0.0,1.000633955001831,0.9114639759063721,36.72662541938063,53.04891266106315,1.56,2,1|6,1.0,0.18413954815189598,121.7999969230732,0.4015885416666667,pwm,35,2200
39.73161697387695,44.23161697387695,42.18382263183594,43.106327056884766,0.9537029266357422,0.8982627987861633,0.10173720121383667,0.0,48.0,49.199676513671875,55.62742233276367,54.884979248046875,54.67266845703125,0.9866532683372498,0.8844500780105591,0.11554992198944092,0.0,60.0,5.419551372528076,0.0,1.1942224502563477,0.938666820526123,36.095726594012454,58.24502076933667,1.56,2,1|6,1.0,0.17147759611827645,121.69999692559941,0.43790364583333335,pwm,40,2200
45.911766052246094,50.20588302612305,48.610294342041016,49.23927307128906,0.9682191014289856,0.914469838142395,0.08553016185760498,0.0,53.0,55.81513977050781,62.326263427734375,61.86002731323242,61.44459533691406,0.9925194382667542,0.8955315947532654,0.10446840524673462,0.0,67.0,6.102456092834473,0.0,1.0365934371948242,0.937298059463501,47.50104650916742,65.55502245687383,1.44,2,1|6,1.0,0.1699816607581508,121.69999692559941,0.4568229166666667,pwm,45,2200
50.577205657958984,55.06617736816406,54.33088302612305,54.33457946777344,0.9866470694541931,0.918480396270752,0.08151960372924805,0.0,59.0,61.981788635253906,68.35569763183594,67.87946319580078,67.48667907714844,0.9930329918861389,0.9067537784576416,0.0932462215423584,0.0,73.0,6.739692211151123,0.0,0.9033911228179932,0.8858670592308044,60.14513325998252,76.18149740859188,0.92,2,1|6,1.0,0.16048343056584768,121.69999692559941,0.4457421875,pwm,50,2200
