object,level,fill_ratio,n_px,median_mm,plane_rms_all_mm,plane_rms_mm,plane_inlier_frac
pla_argent,haut,0.9911486723008451,19997,121.29999693570426,0.5134473525907958,0.5134473525907958,1.0
pla_argent,moyen,0.9702455368305246,19997,121.29999693570426,0.655207159874288,0.599343583380536,0.9902071951345223
pla_argent,bas,0.6902535380307047,19997,121.89999692054698,1.1625412231014953,0.824344005157253,0.9168296747083967
pla_marbre,haut,1.0,20346,121.69999692559941,0.1519896948740041,0.1519896948740041,1.0
pla_marbre,moyen,1.0,20346,121.69999692559941,0.18912343039037238,0.18912343039037238,1.0
pla_marbre,bas,1.0,20346,121.99999691802077,0.24290912248683943,0.24290912248683943,1.0
pla_translucide,haut,0.9995084614844463,14241,124.59999685233925,0.8067696009643374,0.7510372638323749,0.9869326963608261
pla_translucide,moyen,0.9926269222666948,14241,124.39999685739167,0.8041698307349314,0.7606598664072378,0.9856395019807583
pla_translucide,bas,0.9655923039112422,14241,123.3999968826538,1.1982553805384915,0.9142713700318901,0.8984073885535597
